"Taxa","Amylose2013","Protein2013","Starch2013","Fat2013","Gross_Energy2013","Amylose2014","Protein2014","Starch2014","Fat2014","Gross_Energy2014","Amylose2017","Protein2017","Starch2017","Fat2017","Gross_Energy2017"
"PI656053",-0.0241975316820771,-0.0118441753692472,-0.078458044451669,0.000139971421201685,-4.83326160741282,-0.0305368092198498,-0.00482307946463885,0.0315657888940168,-0.000820538466502437,0.0529257929440307,-0.0438529129801455,-0.0251368258742312,-0.280448779767601,-0.0128149151968615,-16.2773655971914
"PI656054",NA,NA,NA,NA,NA,-0.0740161762735364,-0.0609020376099971,-0.288167943051429,-0.00667015064643929,-17.6498809027509,NA,NA,NA,NA,NA
"PI656055",0.0880889630428541,0.0201561055599635,0.0949965669363304,0.00849667248561303,5.72841445751308,0.0279774375365122,0.00780080383534024,0.101591018304078,-0.000586975356050625,4.16992799810236,-0.0206147712506203,-0.00150874151327387,-0.155399407848692,-0.00962719740971118,-9.00487394281717
"PI656056",0.016386526930373,-0.00536078303174267,0.0459691771476013,0.00810419417704701,2.70091381836313,-0.0125903311001223,0.0466504949359798,0.321275736388737,0.019209562391721,19.0325272756146,-0.0333273863637649,-0.0496386313303127,-0.344499908458207,-0.00840712480106901,-20.6499491245147
"PI656057",0.146467872936442,0.0451465340397256,0.547233370909008,0.000561848854004861,26.4462958612818,0.0440323265304333,0.0314996836207209,0.225136918141326,0.0067377564170877,12.1030970681845,-0.0133022535569439,-0.0116847585442286,0.00343704962922526,0.00392107294956467,-1.10206886774433
"PI656058",0.0279836576327098,7.40962822018088e-05,0.0905406955217373,0.00606867231267698,2.61287479595825,0.00138340670451175,-0.0420819058806736,-0.0119057927216768,-0.00265473124368459,-4.26314547555774,0.11916094137072,0.110406073354753,0.383447807287834,0.0215404171030028,24.8895024051426
"PI656059",0.125495510089523,0.0657826485951273,0.4340013128351,0.0134761491532812,23.4080814786646,-0.0107651043302323,-0.0131880499028054,-0.0510496474687739,-0.0031793452920319,-3.71706939566404,0.0302989168448613,0.00010864948555149,0.228723091018763,-0.00553425460736441,8.34570847993116
"PI656060",0.0134567668851913,0.00786642711721145,-0.0360077598831395,-0.00203409381613594,-2.18332514515657,-0.0144628367967192,-0.0268640403396218,-0.0605586065358481,-0.00669573423456868,-4.16513140188637,0.0155341810962218,0.0284294293392806,-0.0636121144981771,-0.00595532296970206,-1.69824156366902
"PI656061",-0.0941932350970965,-0.0332327192170623,-0.121249775105608,0.000649311248610391,-9.28797685556324,0.00558907644512386,0.0111310156623371,0.0121211180949275,0.0126273993878623,2.81843986569116,0.029119025026547,-0.00137142667449961,-0.14146294902646,0.00484927422579785,-4.83951004804587
"PI656062",-0.0328019813181276,-0.0230432720580327,-0.0583127254125115,-0.0010176190956363,-3.04076339703449,-0.0508314000698065,-0.0317690823094621,-0.182232948447542,-0.00680469022166088,-10.086114608263,0.015835767394305,-0.0406303917750447,-0.194334178951877,-0.00201826181801561,-12.4325283348869
"PI656063",-0.0613445295166899,-0.0380886526696982,-0.0865972655126165,-0.00106318773820389,-6.14021126998237,-0.0181134968044895,-0.0135540611826648,0.00122922621474278,0.00753897420062215,-1.01335247855391,NA,NA,NA,NA,NA
"PI656065",0.0999613732125233,0.0892025111397134,0.472098159814659,0.0120142777005886,31.4683313514516,0.158025282570239,0.17256057111275,0.775630130294416,0.0219091251612038,43.4116895522576,0.097736081377252,0.103824362167519,0.443767414663464,0.0257692915832786,28.6320737178796
"PI656066",NA,NA,NA,NA,NA,0.209716567269911,0.303693577931351,1.10829252820272,0.0441969451727461,71.1233417230041,NA,NA,NA,NA,NA
"PI656068",0.0457037902012854,0.00485590863840729,0.075051847472351,0.00525468406036075,3.03257405091489,0.0319735076129737,0.0490391264560535,0.448245619380962,0.00878685133455669,20.6947647521955,-0.0360574518613374,-0.020917783230546,-0.134256093660841,-0.0107589485681857,-10.5324204366111
"PI656069",-0.0844798024640779,-0.0676834035288078,-0.382272503172927,-0.0198025570160195,-24.5881341566796,0.00431574635721325,0.0196287656984553,-0.0566790007710849,-0.00329665670928651,-1.76461216636068,-0.00518906459571745,0.00744912230468822,-0.0640974967717858,0.00541684114555197,-3.09779546460338
"PI656070",0.032498240896963,0.0232375398985959,0.0616671609243005,0.00326693577287609,3.42682287178528,0.0126655300531462,0.0285554664480586,0.0442242227618314,-0.00226706463767693,3.46749597864794,-0.00355301541441946,0.0511678637846582,0.0723464413389502,-0.0129977752809037,5.00534943964891
"PI656071",-0.0519339042977371,-0.0468589813230152,-0.012153482741222,-0.00217961948110987,-4.1882349651467,-0.00482347864586605,-0.00900766819682481,0.0753430538449423,0.00218478068022612,4.09349724990824,-0.0110289378073341,0.0201922841522159,0.265557629062619,0.0158297673935854,13.5965975718791
"PI656072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0216257530879724,0.0206365595664096,0.00720147978333867,0.00410801898662228,1.34394117358175
"PI656074",0.047216992762977,0.0500348880262083,0.432856915451993,0.0136546378071758,28.2513701095499,0.149164528331132,0.0793153411278735,0.603294293921503,0.0348595374722994,34.4034783690703,-0.0173373501063124,-0.0186409543082651,0.232637323933226,0.0170904937264714,10.3394148967103
"PI656075",0.064190772714573,0.0499167274132474,0.244127412814974,0.0127209591494393,15.2445477311082,-0.0271758992789099,-0.0534412272204488,-0.227684448383336,-0.0113579669419122,-14.6169358867814,0.0539793586042526,0.0122884718176793,0.0808472568656083,-0.0154730991386679,2.97727126745374
"PI656076",0.0227218872428398,0.0426640782911668,0.0803357256440622,-0.00444151460210599,5.03125888952286,0.081877311110026,0.0576467020720579,0.199422728959028,-0.002691451217235,10.4438369137602,-0.0476165348118947,0.00323948354889202,-0.156887959976384,-0.00866412147158438,-9.23029568515961
"PI656077",0.0735935328058878,0.0447755279029978,0.0642536150212775,0.00273187171175988,6.03398905379671,-0.00425002159812168,0.0545366579498041,0.0187715700873576,0.000280458773230477,3.56708924045699,-0.11552194889722,-0.0302947806632631,-0.213933154660973,-0.00128355109880949,-12.6850209477421
"PI656078",-0.19533484395888,0.0114578947302006,-0.514501767823804,-0.0183980138555895,-21.377060086974,-0.0437667145764633,-0.0246546504108152,-0.368194101097629,-0.00104447010848201,-19.0570908843684,0.0185011834313765,0.0260112560429941,-0.301182835079673,0.00291169733612168,-12.205187073989
"PI656079",0.0181207875745678,-0.0258210102285876,-0.0970540518782807,0.0111256891705206,-6.00944431414481,-0.0165270277228761,-0.00845339249427906,-0.148501427851489,0.00460709500099442,-7.48906140894213,-0.0109534778971573,-0.0299907086685053,-0.0136923135416395,0.00867676264162573,-2.75590251103888
"PI656080",-0.0820748702775017,-0.0355234154296885,-0.0265468538524421,-0.0111186377336121,-6.17195640436558,-0.0292012872323409,-0.0464056770631509,-0.0385453930512238,-0.0187143019709751,-7.62918499109559,-0.0763857974778719,-0.0539054950329544,-0.0593697675968467,-0.0252041281223612,-9.84166318871313
"PI656082",0.0879434581815497,0.0938813552700667,0.22248826715215,0.0156979879675042,21.188134546711,0.0413205712397686,0.0521803726893297,0.203641760987416,0.00248787095371191,14.377927368918,-0.0426636503190375,0.0280691283123932,0.0934046824507476,-8.49135588128292e-05,8.17966137482135
"PI656083",0.19888894864419,0.189472328427167,0.721127594131972,0.0468504024763527,50.6009174965625,0.152331105351288,0.133691154831127,0.75295203883338,0.0159541687948519,40.7734371615836,0.00571404191745141,0.112884813853361,0.92654241470891,0.0260155278198564,50.7528836905978
"PI656085",-0.0202059794057557,-0.0115148373083506,-0.0869643200544316,-0.00276245711911146,-3.23111231752991,0.0247253031420662,0.0330489210208156,0.168093866000068,0.00950680360285662,11.2063466009414,0.11001729938189,0.0056495212632534,0.0922740243767384,0.00112767696812418,4.60713378442258
"PI656086",0.0614615734241622,0.070969522726961,0.271673575755381,0.0154304559369461,19.873138989838,0.0849281153263121,0.0699168445852763,0.174992476673836,0.0164456746703258,14.5989060362795,0.128159309460534,0.109235095017369,0.434802548047919,0.0146290908784198,30.4351191149394
"PI656087",-0.0501170598133426,-0.0309209423175813,-0.193431477561165,-0.0130822847044588,-12.6911784118734,-0.0162525443994134,0.0309878287657451,0.0990927092076,0.0151159300543772,9.22409026778805,0.178567208166749,0.100349446860809,0.55500696671617,0.0151318604918021,33.9434083483739
