"Taxa","Year","Rep","r1","r2","r3","r4","r5","r6","Amylose","Fat","Cal.g","Starch","Protein"
"PI656062","2013","1",1,0,0,0,0,0,14.9,2.88,4100,68.6,11.34
"PI656063","2013","1",1,0,0,0,0,0,12.7,2.68,4080,70.3,9.7
"PI656065","2013","1",1,0,0,0,0,0,15.5,2.14,4074,65,12.78
"PI656066","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656068","2013","1",1,0,0,0,0,0,18.4,2.99,4110,70.1,11.61
"PI656069","2013","1",1,0,0,0,0,0,18.8,2.15,4065,70.3,11.68
"PI656070","2013","1",1,0,0,0,0,0,15.5,2.77,4122,69.7,12.45
"PI656071","2013","1",1,0,0,0,0,0,15,2.5,4091,70.7,10.82
"PI656072","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656074","2013","1",1,0,0,0,0,0,15.1,2.83,4040,71,9.85
"PI656075","2013","1",1,0,0,0,0,0,14.2,2.86,4113,69.8,11.82
"PI656076","2013","1",1,0,0,0,0,0,17.4,2.15,4089,67,13.52
"PI656077","2013","1",1,0,0,0,0,0,19,2.55,4148,66.7,14.07
"PI656078","2013","1",1,0,0,0,0,0,-5.3,0.18,4067,45.1,18.79
"PI656079","2013","1",1,0,0,0,0,0,17,4.04,4164,69.1,10.99
"PI656080","2013","1",1,0,0,0,0,0,11.3,1.93,4032,72.3,10.36
"PI656082","2013","1",1,0,0,0,0,0,17.3,2.9,4186,63.3,14
"PI656083","2013","1",1,0,0,0,0,0,16.9,3.41,4147,65.5,13.31
"PI656085","2013","1",1,0,0,0,0,0,15.9,2.58,4144,64.8,13.54
"PI656086","2013","1",1,0,0,0,0,0,17,3.1,4152,67,12.3
"PI656087","2013","1",1,0,0,0,0,0,12.9,2.22,4075,71.4,11.09
"PI656088","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656089","2013","1",1,0,0,0,0,0,12.5,2.88,4119,66.4,12.33
"PI656090","2013","1",1,0,0,0,0,0,17.7,3.92,4156,69.3,10.06
"PI656091","2013","1",1,0,0,0,0,0,16.4,2.37,4067,70,11.62
"PI656092","2013","1",1,0,0,0,0,0,13.4,3.36,4153,66.3,12.79
"PI656093","2013","1",1,0,0,0,0,0,17.3,3.7,4161,66.9,12.48
"PI656094","2013","1",1,0,0,0,0,0,18,2.04,4096,63.8,12.35
"PI656095","2013","1",1,0,0,0,0,0,16.4,2.94,4125,65.1,12.04
"PI656096","2013","1",1,0,0,0,0,0,16.4,1.85,4051,68.8,12.74
"PI656097","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656098","2013","1",1,0,0,0,0,0,17.5,2.62,4128,71,11.56
"PI656099","2013","1",1,0,0,0,0,0,12.7,1.84,4030,74.9,10.26
"PI656100","2013","1",1,0,0,0,0,0,14.8,2.85,4097,70.7,12.24
"PI656101","2013","1",1,0,0,0,0,0,16.5,3.17,4139,67.4,12.84
"PI656102","2013","1",1,0,0,0,0,0,16.9,2.4,4122,67.9,12.7
"PI656103","2013","1",1,0,0,0,0,0,14.4,3.99,4171,67.5,11.87
"PI656104","2013","1",1,0,0,0,0,0,21.5,3.73,4215,67.8,12.25
"PI656105","2013","1",1,0,0,0,0,0,18.9,1.92,4081,68.2,10.66
"PI656107","2013","1",1,0,0,0,0,0,14.7,2.36,4058,68,10.68
"PI656108","2013","1",1,0,0,0,0,0,15.3,2.45,4060,68.4,10.76
"PI656109","2013","1",1,0,0,0,0,0,15.4,2.73,4135,64.4,13.33
"PI656110","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656111","2013","1",1,0,0,0,0,0,11.6,2.71,4075,73,9.56
"PI656112","2013","1",1,0,0,0,0,0,17.8,2.46,4119,67.4,13.45
"PI656113","2013","1",1,0,0,0,0,0,1.1,4.43,4275,59.4,15.66
"PI656114","2013","1",1,0,0,0,0,0,17,2.47,4092,68.3,12.97
"PI656115","2013","1",1,0,0,0,0,0,16.4,3.19,4154,66,14.84
"PI656116","2013","1",1,0,0,0,0,0,16.1,2.83,4129,68.2,12.4
"PI656117","2013","1",1,0,0,0,0,0,NA,NA,NA,NA,NA
"PI656118","2013","1",1,0,0,0,0,0,18.1,2.47,4115,66.9,12.18
"PI656119","2013","1",1,0,0,0,0,0,20.4,2.66,4139,68,13.1
"PI656120","2013","1",1,0,0,0,0,0,17.3,1.95,4047,70.1,11.76
"PI656121","2013","1",1,0,0,0,0,0,17.2,2.63,4076,70.5,9.64
"PI659691","2013","1",1,0,0,0,0,0,16.2,2.2,4067,71.1,11.13
"PI659695","2013","1",1,0,0,0,0,0,14.1,2.49,4102,68.1,12.45
"PI659696","2013","1",1,0,0,0,0,0,18.4,1.83,4030,70.1,9.18
"PI659753","2013","1",1,0,0,0,0,0,15.2,2.77,4055,72.4,9.34
"PI152651","2013","2",0,1,0,0,0,0,15,2.8,4088,71.3,11.21
"PI17548","2013","2",0,1,0,0,0,0,16.6,4.35,4245,63.8,12.38
"PI24969","2013","2",0,1,0,0,0,0,13.8,1.73,3998,72.6,9.1
"PI329435","2013","2",0,1,0,0,0,0,15.5,2.19,4104,65.4,14.69
"PI329440","2013","2",0,1,0,0,0,0,18.9,2.73,4098,69.7,11.36
"PI34911","2013","2",0,1,0,0,0,0,15.1,1.21,3957,75.2,7.75
"PI35038","2013","2",0,1,0,0,0,0,16,3.79,4197,64.6,11.95
"PI48770","2013","2",0,1,0,0,0,0,9.1,2.7,4099,64.9,13.47
"PI533750","2013","2",0,1,0,0,0,0,15.8,3.4,4203,62.7,15.84
"PI533752","2013","2",0,1,0,0,0,0,16.6,3.38,4165,65.3,12.06
"PI533754","2013","2",0,1,0,0,0,0,18.7,4.25,4247,64.9,14.36
"PI533755","2013","2",0,1,0,0,0,0,19.3,2.18,4088,67.5,12.4
"PI533757","2013","2",0,1,0,0,0,0,18.4,1.91,4085,66.4,11.34
"PI533758","2013","2",0,1,0,0,0,0,14.5,1.82,4050,67.2,10.67
"PI533759","2013","2",0,1,0,0,0,0,17.7,2.6,4083,70.4,9.32
"PI533760","2013","2",0,1,0,0,0,0,14.4,2.26,4047,69.4,10.69
"PI533761","2013","2",0,1,0,0,0,0,16.6,2.54,4111,67.9,11.98
"PI533762","2013","2",0,1,0,0,0,0,18,1.79,4073,65.6,12.47
"PI533766","2013","2",0,1,0,0,0,0,20.4,2.8,4122,67.8,12.38
"PI533769","2013","2",0,1,0,0,0,0,11.8,2.97,4056,68.7,9.55
"PI533776","2013","2",0,1,0,0,0,0,14.5,2.96,4108,68.6,11.3
"PI533785","2013","2",0,1,0,0,0,0,20.9,2.82,4180,66.4,14.12
"PI533788","2013","2",0,1,0,0,0,0,17.1,1.72,4108,63.7,12.24
"PI533789","2013","2",0,1,0,0,0,0,18,2.29,4084,69.4,11.2
"PI533792","2013","2",0,1,0,0,0,0,16.8,2.47,4098,69.4,10.54
"PI533794","2013","2",0,1,0,0,0,0,16.4,2.61,4081,69.6,11.34
"PI533799","2013","2",0,1,0,0,0,0,14.8,3.01,4126,68.2,12.46
"PI533800","2013","2",0,1,0,0,0,0,18,2.41,4137,65.8,12.93
"PI533807","2013","2",0,1,0,0,0,0,17.1,3.08,4123,65.1,11.21
"PI533810","2013","2",0,1,0,0,0,0,14.6,2.33,4094,69.1,11.71
"PI533814","2013","2",0,1,0,0,0,0,17.3,2.12,4067,70.2,11.33
"PI533821","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533822","2013","2",0,1,0,0,0,0,13.3,2.76,4084,70.7,10.06
"PI533824","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533830","2013","2",0,1,0,0,0,0,15.5,1.89,4096,69.2,11.5
"PI533831","2013","2",0,1,0,0,0,0,18.4,2.51,4131,67.7,14.34
"PI533833","2013","2",0,1,0,0,0,0,17.2,2.12,4084,67.3,10.87
"PI533838","2013","2",0,1,0,0,0,0,13.6,2.4,4030,69.3,9.5
"PI533839","2013","2",0,1,0,0,0,0,13.4,2.68,4103,69.2,13.72
"PI533841","2013","2",0,1,0,0,0,0,6.5,2.29,4061,63.6,11.92
"PI533842","2013","2",0,1,0,0,0,0,15.7,2.02,4047,70.3,11.08
"PI533843","2013","2",0,1,0,0,0,0,15.2,3.23,4138,68.4,12.22
"PI533845","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533852","2013","2",0,1,0,0,0,0,15.4,3.3,4176,66,14.18
"PI533855","2013","2",0,1,0,0,0,0,20.2,3.25,4183,66.6,13.99
"PI533856","2013","2",0,1,0,0,0,0,17.7,2.02,4044,72.1,10.27
"PI533863","2013","2",0,1,0,0,0,0,14,2.75,4187,63.7,16.03
"PI533866","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533869","2013","2",0,1,0,0,0,0,19.8,2.84,4114,68,12.64
"PI533871","2013","2",0,1,0,0,0,0,16.3,2.98,4100,69.3,10.37
"PI533876","2013","2",0,1,0,0,0,0,17.8,2.34,4095,67.9,11.34
"PI533877","2013","2",0,1,0,0,0,0,18.2,2.36,4084,66.2,11.92
"PI533878","2013","2",0,1,0,0,0,0,18.3,1.79,4082,68.4,13.34
"PI533882","2013","2",0,1,0,0,0,0,16,2.16,4077,70.9,11.22
"PI533901","2013","2",0,1,0,0,0,0,11.6,2.73,4062,69.6,9.43
"PI533902","2013","2",0,1,0,0,0,0,16.1,3.61,4161,71,11.51
"PI533903","2013","2",0,1,0,0,0,0,15.6,2.88,4126,66.7,11.85
"PI533910","2013","2",0,1,0,0,0,0,17.6,3.01,4167,64.4,12.41
"PI533911","2013","2",0,1,0,0,0,0,20.3,3.3,4180,63.7,13.5
"PI533912","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533913","2013","2",0,1,0,0,0,0,19.6,4.34,4206,66.7,10.64
"PI533915","2013","2",0,1,0,0,0,0,18.1,2.93,4142,67.3,13.68
"PI533919","2013","2",0,1,0,0,0,0,17.9,2.88,4204,64.6,14.12
"PI533924","2013","2",0,1,0,0,0,0,17.5,3.4,4201,64.9,13.63
"PI533927","2013","2",0,1,0,0,0,0,20,2.44,4179,62.7,13.63
"PI533936","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533937","2013","2",0,1,0,0,0,0,14.4,2.56,4074,69.2,11.28
"PI533938","2013","2",0,1,0,0,0,0,13.9,1.99,4074,69.7,10.7
"PI533939","2013","2",0,1,0,0,0,0,13,3.14,4109,67.7,9.97
"PI533940","2013","2",0,1,0,0,0,0,17.6,3.1,4132,67.5,12.39
"PI533943","2013","2",0,1,0,0,0,0,16.7,2.5,4136,67.2,14.28
"PI533948","2013","2",0,1,0,0,0,0,17.7,3.01,4127,68.2,12.56
"PI533949","2013","2",0,1,0,0,0,0,17.9,2.76,4067,69.5,9.74
"PI533954","2013","2",0,1,0,0,0,0,17.3,3.03,4160,68.9,13.37
"PI533955","2013","2",0,1,0,0,0,0,17.4,2.67,4128,68.1,11.42
"PI533956","2013","2",0,1,0,0,0,0,20.3,3.81,4173,68.6,10.44
"PI533957","2013","2",0,1,0,0,0,0,13.4,2.34,4091,67.8,11.06
"PI533961","2013","2",0,1,0,0,0,0,17.6,2.04,4060,70,9.86
"PI533962","2013","2",0,1,0,0,0,0,15.9,1.83,4048,69.8,11.03
"PI533964","2013","2",0,1,0,0,0,0,13.5,3.02,4087,71.3,9.87
"PI533965","2013","2",0,1,0,0,0,0,13.5,2.64,4106,66.5,11.89
"PI533967","2013","2",0,1,0,0,0,0,17,2.9,4128,66.5,12.96
"PI533970","2013","2",0,1,0,0,0,0,18,3.37,4184,64.6,11.86
"PI533972","2013","2",0,1,0,0,0,0,17.6,1.87,4085,68.1,10.5
"PI533976","2013","2",0,1,0,0,0,0,16.1,3.82,4184,66.4,11.09
"PI533979","2013","2",0,1,0,0,0,0,15.7,3.26,4157,69.2,13.41
"PI533980","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI533985","2013","2",0,1,0,0,0,0,17.7,2.41,4066,69.9,10.08
"PI533986","2013","2",0,1,0,0,0,0,16.7,2.49,4095,69.4,10.3
"PI533987","2013","2",0,1,0,0,0,0,13.3,1.89,4009,71.9,8.75
"PI533989","2013","2",0,1,0,0,0,0,15.3,2.61,4078,66.3,12.41
"PI533991","2013","2",0,1,0,0,0,0,18.3,2.84,4171,65.7,14.71
"PI533996","2013","2",0,1,0,0,0,0,18.5,2.94,4125,67.3,12.76
"PI533997","2013","2",0,1,0,0,0,0,14.3,2.57,4065,71.4,10.44
"PI534009","2013","2",0,1,0,0,0,0,16.3,2.05,4101,70,12.06
"PI534021","2013","2",0,1,0,0,0,0,15.7,0.94,3968,72.3,10.65
"PI534028","2013","2",0,1,0,0,0,0,14.4,3.49,4174,69.1,12.51
"PI534037","2013","2",0,1,0,0,0,0,19.4,2.8,4098,68.8,11.51
"PI534046","2013","2",0,1,0,0,0,0,17.5,2.86,4135,67.1,11.33
"PI534053","2013","2",0,1,0,0,0,0,12.5,2.91,4074,72,9.97
"PI534054","2013","2",0,1,0,0,0,0,16.2,2.45,4142,64.4,14.99
"PI534063","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534070","2013","2",0,1,0,0,0,0,16.8,2.44,4147,64.5,14.22
"PI534075","2013","2",0,1,0,0,0,0,15.9,2.97,4130,63.6,12.54
"PI534079","2013","2",0,1,0,0,0,0,16,2.16,4052,70.6,10.94
"PI534088","2013","2",0,1,0,0,0,0,17.7,2.41,4097,67.7,11.99
"PI534092","2013","2",0,1,0,0,0,0,13.6,1.91,4087,66.1,13.72
"PI534096","2013","2",0,1,0,0,0,0,11.6,2.84,4138,67.1,14.21
"PI534097","2013","2",0,1,0,0,0,0,16.3,3.71,4162,69.8,11.26
"PI534099","2013","2",0,1,0,0,0,0,15.6,1.94,4020,72.1,8.94
"PI534101","2013","2",0,1,0,0,0,0,15.8,2.49,4088,70.4,9.75
"PI534105","2013","2",0,1,0,0,0,0,17.6,1.88,4039,71.4,10.07
"PI534108","2013","2",0,1,0,0,0,0,19.9,2.88,4130,66.4,11.2
"PI534112","2013","2",0,1,0,0,0,0,19.1,2.02,4089,69,10.97
"PI534114","2013","2",0,1,0,0,0,0,17.4,2.48,4144,65.2,13.45
"PI534115","2013","2",0,1,0,0,0,0,17.6,2.51,4087,68,11.73
"PI534116","2013","2",0,1,0,0,0,0,15.3,4.05,4256,63.3,14.8
"PI534117","2013","2",0,1,0,0,0,0,16.5,3.27,4169,67.1,11.94
"PI534123","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534124","2013","2",0,1,0,0,0,0,18.9,3.79,4153,66.9,10.12
"PI534127","2013","2",0,1,0,0,0,0,20.1,2.98,4189,65.5,13.87
"PI534128","2013","2",0,1,0,0,0,0,12.1,2.73,4103,67.1,12.75
"PI534132","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534133","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534135","2013","2",0,1,0,0,0,0,12.8,1.78,4085,65.8,12.36
"PI534137","2013","2",0,1,0,0,0,0,13.9,2.69,4105,65.9,13.68
"PI534138","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534139","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI534144","2013","2",0,1,0,0,0,0,14,3.46,4187,63.5,12.23
"PI534145","2013","2",0,1,0,0,0,0,17.6,1.98,4093,65.3,13.78
"PI534148","2013","2",0,1,0,0,0,0,18.4,2.44,4148,66.3,13.4
"PI534155","2013","2",0,1,0,0,0,0,19,2.44,4145,67.8,11.72
"PI534157","2013","2",0,1,0,0,0,0,17,3.22,4163,67.7,12.97
"PI534163","2013","2",0,1,0,0,0,0,16.4,3.3,4131,65.4,11.8
"PI534167","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI540816","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI542406","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI542718","2013","2",0,1,0,0,0,0,13.8,3.93,4178,64.5,11.65
"PI548797","2013","2",0,1,0,0,0,0,16.9,2.34,4077,69.6,11.35
"PI552856","2013","2",0,1,0,0,0,0,14.2,3.03,4207,64.6,17.02
"PI552861","2013","2",0,1,0,0,0,0,13.5,2.45,4058,71,10.95
"PI561071","2013","2",0,1,0,0,0,0,15,2.46,4037,72.3,9.99
"PI561072","2013","2",0,1,0,0,0,0,7.6,3.08,4098,68.2,11.52
"PI561073","2013","2",0,1,0,0,0,0,13.6,2.37,4052,68.2,11.08
"PI561472","2013","2",0,1,0,0,0,0,17.6,2.09,4047,70.5,9.26
"PI564163","2013","2",0,1,0,0,0,0,16.2,2.91,4078,70.5,10.5
"PI564164","2013","2",0,1,0,0,0,0,13.8,2.25,4070,69.4,12.28
"PI564165","2013","2",0,1,0,0,0,0,13.6,2.35,4071,69.6,11.7
"PI565121","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI566819","2013","2",0,1,0,0,0,0,18,3.08,4158,65.6,11.82
"PI576130","2013","2",0,1,0,0,0,0,12.1,1.97,3975,75.7,6.95
"PI576332","2013","2",0,1,0,0,0,0,21,2.59,4159,68.1,13.44
"PI576333","2013","2",0,1,0,0,0,0,14.9,3.23,4101,71.4,9.95
"PI576339","2013","2",0,1,0,0,0,0,19.2,2.82,4107,69.6,11.61
"PI576340","2013","2",0,1,0,0,0,0,11.9,2.43,4028,73.8,9.09
"PI576345","2013","2",0,1,0,0,0,0,18.6,2.81,4097,69.8,10.43
"PI576347","2013","2",0,1,0,0,0,0,18.6,3.08,4109,68.5,11.61
"PI576348","2013","2",0,1,0,0,0,0,7.7,2.23,4137,57.5,13.41
"PI576349","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI576350","2013","2",0,1,0,0,0,0,18.2,3.42,4198,67.4,13.12
"PI576352","2013","2",0,1,0,0,0,0,15.3,2.95,4099,68.4,11.45
"PI576359","2013","2",0,1,0,0,0,0,17.6,3.64,4172,68.3,12.94
"PI576364","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI576366","2013","2",0,1,0,0,0,0,18.4,2.48,4115,68.8,10.71
"PI576373","2013","2",0,1,0,0,0,0,15.4,2.66,4096,69.4,12.01
"PI576375","2013","2",0,1,0,0,0,0,14.2,2.25,4071,69.2,11.66
"PI576376","2013","2",0,1,0,0,0,0,15.1,2.98,4191,64.5,14.34
"PI576380","2013","2",0,1,0,0,0,0,20.3,2.22,4083,70.1,11.51
"PI576381","2013","2",0,1,0,0,0,0,15.8,2.43,4093,68.5,12.08
"PI576385","2013","2",0,1,0,0,0,0,17.5,3.05,4177,67.3,13.78
"PI576386","2013","2",0,1,0,0,0,0,15.4,2.6,4085,68.3,9.51
"PI576387","2013","2",0,1,0,0,0,0,17.3,2.66,4101,68.9,11.47
"PI576390","2013","2",0,1,0,0,0,0,17.3,2.61,4122,66.3,12.34
"PI576391","2013","2",0,1,0,0,0,0,19.7,2.3,4163,67.8,13.91
"PI576393","2013","2",0,1,0,0,0,0,17,2.74,4123,67.4,11.36
"PI576394","2013","2",0,1,0,0,0,0,16.4,3.28,4110,70,10.48
"PI576396","2013","2",0,1,0,0,0,0,17.6,2.7,4103,66.9,10.97
"PI576399","2013","2",0,1,0,0,0,0,17,3.08,4132,67.2,11.05
"PI576401","2013","2",0,1,0,0,0,0,17.3,2.83,4157,66.4,13.46
"PI576418","2013","2",0,1,0,0,0,0,16,2.11,4047,71.1,10.63
"PI576422","2013","2",0,1,0,0,0,0,18.7,2.78,4102,68.4,11.28
"PI576425","2013","2",0,1,0,0,0,0,16.9,2.71,4162,63.3,13.54
"PI576426","2013","2",0,1,0,0,0,0,14.3,2.25,4060,71.7,10.23
"PI576428","2013","2",0,1,0,0,0,0,17.9,1.88,4065,71.1,10.46
"PI576434","2013","2",0,1,0,0,0,0,14.5,2.18,4045,71.5,10.33
"PI576435","2013","2",0,1,0,0,0,0,18.9,3.33,4139,67.1,12.07
"PI576437","2013","2",0,1,0,0,0,0,15.7,2.69,4143,61.2,13.61
"PI585291","2013","2",0,1,0,0,0,0,13.7,2.51,4084,69.5,11.66
"PI585295","2013","2",0,1,0,0,0,0,3.3,2.73,4117,67.3,12.89
"PI595699","2013","2",0,1,0,0,0,0,16.7,3.07,4129,67.4,12.23
"PI595702","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI595714","2013","2",0,1,0,0,0,0,14.7,2.22,4035,69.4,9.97
"PI595718","2013","2",0,1,0,0,0,0,13,2.45,4012,71.7,9.07
"PI595720","2013","2",0,1,0,0,0,0,17.9,2.32,4067,68.3,11.11
"PI595739","2013","2",0,1,0,0,0,0,15.9,2.66,4116,68.7,13.19
"PI595740","2013","2",0,1,0,0,0,0,16.3,2.62,4119,68.6,10.9
"PI595741","2013","2",0,1,0,0,0,0,14.9,3.36,4133,67.9,12.13
"PI595743","2013","2",0,1,0,0,0,0,17,2.42,4138,69,12.21
"PI595744","2013","2",0,1,0,0,0,0,16.9,2.5,4099,68.9,12.45
"PI595745","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI597945","2013","2",0,1,0,0,0,0,7.9,2.12,4047,60.5,11.22
"PI597946","2013","2",0,1,0,0,0,0,15.3,2.8,4108,66.6,11.37
"PI597949","2013","2",0,1,0,0,0,0,18.6,3.48,4194,65.7,14.61
"PI597950","2013","2",0,1,0,0,0,0,17.2,3.01,4100,69.5,11.46
"PI597951","2013","2",0,1,0,0,0,0,14.3,1.77,4018,69.6,10.67
"PI597952","2013","2",0,1,0,0,0,0,15.2,2.72,4100,67.1,12.22
"PI597957","2013","2",0,1,0,0,0,0,19.1,2.68,4113,70.6,12.05
"PI597958","2013","2",0,1,0,0,0,0,20.2,3.35,4169,68,12.72
"PI597960","2013","2",0,1,0,0,0,0,20.7,2.44,4130,67.4,13.9
"PI597961","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI597964","2013","2",0,1,0,0,0,0,17.2,2.72,4093,68.4,11.34
"PI597965","2013","2",0,1,0,0,0,0,14.1,2.23,4015,71.9,8.52
"PI597966","2013","2",0,1,0,0,0,0,17,2.27,4079,67.8,10.38
"PI597967","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI597968","2013","2",0,1,0,0,0,0,15.4,2.88,4140,67.7,12.36
"PI597971","2013","2",0,1,0,0,0,0,17.4,2.78,4106,66.6,11.01
"PI597972","2013","2",0,1,0,0,0,0,16,3.03,4171,66,13.05
"PI597973","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI597976","2013","2",0,1,0,0,0,0,17.5,2.85,4087,67,10.59
"PI597980","2013","2",0,1,0,0,0,0,16.6,3.09,4148,63.6,13.68
"PI597982","2013","2",0,1,0,0,0,0,18.1,2.25,4148,66.5,12.78
"PI598069","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI598070","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI601816","2013","2",0,1,0,0,0,0,15.5,2.74,4059,68.7,10.44
"PI607931","2013","2",0,1,0,0,0,0,15.5,2.76,4115,66,13.22
"PI609456","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI613536","2013","2",0,1,0,0,0,0,14.7,2.14,4062,69.6,11.03
"PI629034","2013","2",0,1,0,0,0,0,19.4,2.47,4093,69.9,11.14
"PI629040","2013","2",0,1,0,0,0,0,13.9,2.06,4054,70.6,10.84
"PI629059","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI641824","2013","2",0,1,0,0,0,0,19,3.54,4165,67.5,9.97
"PI641836","2013","2",0,1,0,0,0,0,18.3,2.82,4128,69,10.3
"PI641849","2013","2",0,1,0,0,0,0,17.9,3.54,4201,66.6,12.08
"PI641874","2013","2",0,1,0,0,0,0,12.2,1.96,4096,65.5,13.61
"PI642791","2013","2",0,1,0,0,0,0,17.7,2.46,4121,69.6,12.71
"PI642793","2013","2",0,1,0,0,0,0,18.4,2.51,4109,67.9,12.39
"PI642992","2013","2",0,1,0,0,0,0,14.7,2.51,4081,70.5,10.43
"PI642998","2013","2",0,1,0,0,0,0,15.7,3.43,4169,67.4,12.9
"PI651492","2013","2",0,1,0,0,0,0,14.3,2.04,4088,64.6,12.01
"PI651496","2013","2",0,1,0,0,0,0,16.5,1.89,4087,64.6,11.44
"PI653616","2013","2",0,1,0,0,0,0,17.8,2.88,4157,66.8,11.23
"PI653617","2013","2",0,1,0,0,0,0,17.1,3.48,4191,64.3,13.26
"PI655970","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI655971","2013","2",0,1,0,0,0,0,13.8,2.79,4063,71.2,10.14
"PI655972","2013","2",0,1,0,0,0,0,16.9,3.44,4148,68,11.71
"PI655973","2013","2",0,1,0,0,0,0,15.7,3.01,4118,69.6,11.57
"PI655974","2013","2",0,1,0,0,0,0,20,3.42,4179,64.6,13.99
"PI655975","2013","2",0,1,0,0,0,0,17.4,2.33,4052,71.7,9.19
"PI655976","2013","2",0,1,0,0,0,0,14.2,3.12,4085,69.7,10.34
"PI655977","2013","2",0,1,0,0,0,0,16.1,2.48,4108,67.2,12.34
"PI655978","2013","2",0,1,0,0,0,0,15.8,1.83,4007,70.3,10.48
"PI655980","2013","2",0,1,0,0,0,0,20.3,1.83,4088,68.3,9.88
"PI655981","2013","2",0,1,0,0,0,0,15,3.03,4122,67.1,13.01
"PI655982","2013","2",0,1,0,0,0,0,15.3,2.38,4089,71.7,10.85
"PI655983","2013","2",0,1,0,0,0,0,19.3,2.53,4117,66.7,10.94
"PI655984","2013","2",0,1,0,0,0,0,17,2.44,4102,67.4,12.79
"PI655985","2013","2",0,1,0,0,0,0,14.9,2.94,4096,69.3,11.52
"PI655986","2013","2",0,1,0,0,0,0,16.6,2.77,4085,70.8,11.16
"PI655987","2013","2",0,1,0,0,0,0,18.3,2.55,4108,69.1,12.72
"PI655988","2013","2",0,1,0,0,0,0,15,2.85,4090,71.4,10.42
"PI655989","2013","2",0,1,0,0,0,0,16.1,2.71,4084,69.6,10.75
"PI655990","2013","2",0,1,0,0,0,0,15,2.56,4098,69.1,12.67
"PI655991","2013","2",0,1,0,0,0,0,17.3,2.06,4062,70.8,11
"PI655992","2013","2",0,1,0,0,0,0,18.6,2.94,4114,69.7,11.52
"PI655993","2013","2",0,1,0,0,0,0,15.9,2.12,4078,71,11
"PI655994","2013","2",0,1,0,0,0,0,15.8,3.77,4177,64.7,12.42
"PI655995","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI655996","2013","2",0,1,0,0,0,0,17.9,2.29,4037,71.6,8.72
"PI655997","2013","2",0,1,0,0,0,0,15.2,2.42,4086,68.7,12.27
"PI655998","2013","2",0,1,0,0,0,0,15.6,2.16,4079,69.8,11.29
"PI655999","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656000","2013","2",0,1,0,0,0,0,18.5,3.38,4119,68,10.32
"PI656001","2013","2",0,1,0,0,0,0,15.1,2.9,4178,65.5,12.86
"PI656002","2013","2",0,1,0,0,0,0,12.8,2.78,4045,72.6,9.01
"PI656003","2013","2",0,1,0,0,0,0,19.7,3.2,4150,67.9,10.46
"PI656004","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656005","2013","2",0,1,0,0,0,0,18.5,2.99,4122,67.7,12
"PI656006","2013","2",0,1,0,0,0,0,14.7,3.04,4111,69.5,11.37
"PI656007","2013","2",0,1,0,0,0,0,19.1,2.95,4096,70,10.26
"PI656008","2013","2",0,1,0,0,0,0,20.2,2.23,4068,69.8,10.82
"PI656009","2013","2",0,1,0,0,0,0,12.3,2.36,4066,71.1,11.75
