"Taxa","Year","Rep","r1","r2","r3","r4","r5","r6","Amylose","Fat","Cal.g","Starch","Protein"
"PI597980","2014","1",0,0,1,0,0,0,8.82,3.28,4167.9,63.19,14.19
"PI597982","2014","1",0,0,1,0,0,0,16.89,2.05,4151.7,66.49,14.43
"PI598069","2014","1",0,0,1,0,0,0,10.98,3.27,4187.7,68.3,12.94
"PI598070","2014","1",0,0,1,0,0,0,14.82,3.02,4175.8,68.52,13.16
"PI601816","2014","1",0,0,1,0,0,0,8.87,2.75,4119,68.34,12.52
"PI607931","2014","1",0,0,1,0,0,0,16.46,2,4140.9,69.9,14.2
"PI609456","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI613536","2014","1",0,0,1,0,0,0,7.52,2.75,4140.1,66.32,13.17
"PI629034","2014","1",0,0,1,0,0,0,12.97,2.6,4117.6,70.32,11.5
"PI629040","2014","1",0,0,1,0,0,0,11.15,2.88,4132,68.41,11.77
"PI629059","2014","1",0,0,1,0,0,0,14.07,2.09,4093.9,69.82,12.33
"PI641824","2014","1",0,0,1,0,0,0,13.99,4.24,4259,64.06,12.95
"PI641836","2014","1",0,0,1,0,0,0,13.98,3.47,4224.7,64.53,13.6
"PI641849","2014","1",0,0,1,0,0,0,16.43,4.05,4259,65.39,14.46
"PI641874","2014","1",0,0,1,0,0,0,9.86,2.22,4127.5,65.13,14.75
"PI642791","2014","1",0,0,1,0,0,0,12.08,1.96,4076.5,68.43,11.36
"PI642793","2014","1",0,0,1,0,0,0,11.67,2.74,4172.3,67.07,13.33
"PI642992","2014","1",0,0,1,0,0,0,14.53,2.43,4123.3,68.06,12.64
"PI642998","2014","1",0,0,1,0,0,0,9.71,1.58,4161.2,61.21,13.36
"PI651492","2014","1",0,0,1,0,0,0,12.13,2.59,4116.7,68.15,11.64
"PI651496","2014","1",0,0,1,0,0,0,13.9,2.79,4142.5,63.13,13.36
"PI653616","2014","1",0,0,1,0,0,0,12.35,3.7,4212.2,65.51,12.58
"PI653617","2014","1",0,0,1,0,0,0,16.38,2.35,4173.8,67.45,14.29
"PI655970","2014","1",0,0,1,0,0,0,12.33,3.21,4187.1,66.15,14.39
"PI655971","2014","1",0,0,1,0,0,0,-13.05,2.67,4102.1,66.2,12.97
"PI655972","2014","1",0,0,1,0,0,0,10.37,3.25,4146.9,70.14,11.8
"PI655973","2014","1",0,0,1,0,0,0,14.33,3.04,4191.2,68.53,13.68
"PI655974","2014","1",0,0,1,0,0,0,13.83,2.21,4094,69.24,12.11
"PI655975","2014","1",0,0,1,0,0,0,12.56,2.23,4099.3,69.3,12.47
"PI655976","2014","1",0,0,1,0,0,0,13.84,2.35,4089.6,71.86,10.82
"PI655977","2014","1",0,0,1,0,0,0,15.67,1.91,4120.3,67.73,12.9
"PI655978","2014","1",0,0,1,0,0,0,13.19,2.42,4095.8,68.23,11.17
"PI655980","2014","1",0,0,1,0,0,0,16.68,2.17,4146.9,67.31,13.28
"PI655981","2014","1",0,0,1,0,0,0,13.31,2.41,4187.5,63.98,16.67
"PI655982","2014","1",0,0,1,0,0,0,13.98,2.42,4129.3,69.14,12.38
"PI655983","2014","1",0,0,1,0,0,0,14.13,3.01,4168.3,67.66,13.15
"PI655984","2014","1",0,0,1,0,0,0,18.08,1.73,4067.4,71.44,11.58
"PI655985","2014","1",0,0,1,0,0,0,13.01,2.21,4110.6,70.21,12.55
"PI655986","2014","1",0,0,1,0,0,0,9.41,2.68,4097.8,70.43,11.7
"PI655987","2014","1",0,0,1,0,0,0,14.13,3.31,4214.2,64.83,15.28
"PI655988","2014","1",0,0,1,0,0,0,12.79,2.25,4084.6,70.19,11.73
"PI655989","2014","1",0,0,1,0,0,0,12.34,2.21,4125.9,68.18,13.8
"PI655990","2014","1",0,0,1,0,0,0,9.43,2.88,4146.5,67.39,13.35
"PI655991","2014","1",0,0,1,0,0,0,14.15,2.22,4104.1,70.17,12.21
"PI655992","2014","1",0,0,1,0,0,0,12.27,2.3,4079.6,71.19,11.62
"PI655993","2014","1",0,0,1,0,0,0,12.27,2.32,4110.7,69.88,11.83
"PI655994","2014","1",0,0,1,0,0,0,13.22,3.41,4237,63.49,15.12
"PI655995","2014","1",0,0,1,0,0,0,11.83,3.6,4281.5,59.17,15.89
"PI655996","2014","1",0,0,1,0,0,0,13.69,2.58,4201.6,64.99,15.72
"PI655997","2014","1",0,0,1,0,0,0,9.69,2.61,4106.3,68.9,13.04
"PI655998","2014","1",0,0,1,0,0,0,11.96,2.05,4055.7,71.32,10.71
"PI655999","2014","1",0,0,1,0,0,0,14.83,3.76,4260.5,67.61,13.12
"PI656000","2014","1",0,0,1,0,0,0,9.76,3.45,4208.2,66.33,14.08
"PI656001","2014","1",0,0,1,0,0,0,12.11,2.09,4069.5,72.38,10.85
"PI656002","2014","1",0,0,1,0,0,0,14.28,2.95,4147.3,70.01,12.42
"PI656003","2014","1",0,0,1,0,0,0,14.64,3.12,4143.1,68.13,9.18
"PI656004","2014","1",0,0,1,0,0,0,11.04,2.91,4156.2,66.32,13.77
"PI656005","2014","1",0,0,1,0,0,0,14.57,2.34,4099.4,70.49,10.93
"PI656006","2014","1",0,0,1,0,0,0,15.98,2.39,4123.9,69.31,12.39
"PI656007","2014","1",0,0,1,0,0,0,16.1,4.02,4239.3,67.45,13.38
"PI656008","2014","1",0,0,1,0,0,0,14.51,1.68,4081.6,68.77,14.08
"PI656009","2014","1",0,0,1,0,0,0,13.36,2.14,4105.8,66.28,13.79
"PI656010","2014","1",0,0,1,0,0,0,9.85,2.53,4103,67.77,11.79
"PI656011","2014","1",0,0,1,0,0,0,9.45,2.94,4123.1,68.02,11.99
"PI656012","2014","1",0,0,1,0,0,0,3.46,2.7,4161.7,65.89,14.22
"PI656013","2014","1",0,0,1,0,0,0,11.24,3.64,4175.8,68.14,10.67
"PI656014","2014","1",0,0,1,0,0,0,8.81,4.06,4267.4,65.73,14.31
"PI656015","2014","1",0,0,1,0,0,0,14.4,2.64,4143.4,67.34,13.61
"PI656016","2014","1",0,0,1,0,0,0,15.13,2.44,4083.3,70.33,10.6
"PI656017","2014","1",0,0,1,0,0,0,8.7,2.46,4089.8,69.28,11.95
"PI656018","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656019","2014","1",0,0,1,0,0,0,15.52,2.11,4128.6,68.83,13.72
"PI656020","2014","1",0,0,1,0,0,0,10.34,2.68,4151.2,68.41,13.76
"PI656021","2014","1",0,0,1,0,0,0,13.51,2.81,4140.4,68.14,13.68
"PI656022","2014","1",0,0,1,0,0,0,0.39,2.77,4121.7,68.39,13.32
"PI656023","2014","1",0,0,1,0,0,0,12.77,2.33,4081.2,73.45,10.19
"PI656024","2014","1",0,0,1,0,0,0,12.31,2.73,4119.5,68.37,12.24
"PI656025","2014","1",0,0,1,0,0,0,13.96,3.54,4197.6,66.96,12.92
"PI656026","2014","1",0,0,1,0,0,0,12.36,2.03,4063.4,70.26,12.51
"PI656027","2014","1",0,0,1,0,0,0,13.65,2.07,4086.4,67.94,13.98
"PI656028","2014","1",0,0,1,0,0,0,9.67,2.18,4068.8,69.84,11.29
"PI656029","2014","1",0,0,1,0,0,0,10.46,3.56,4173.4,67.07,11.66
"PI656030","2014","1",0,0,1,0,0,0,11.03,2.18,4135.2,67.76,14.08
"PI656031","2014","1",0,0,1,0,0,0,11.46,1.87,4048.7,72.55,12
"PI656032","2014","1",0,0,1,0,0,0,6.03,4,4208.1,65.83,12.86
"PI656033","2014","1",0,0,1,0,0,0,11.15,2.64,4165.7,66.3,14.3
"PI656034","2014","1",0,0,1,0,0,0,11.61,2.62,4105.2,68.98,13.11
"PI656035","2014","1",0,0,1,0,0,0,12.59,2.7,4092.5,69.36,12.5
"PI656036","2014","1",0,0,1,0,0,0,10.73,1.94,4049.2,69.55,11.52
"PI656037","2014","1",0,0,1,0,0,0,11.52,1.89,4070.1,69.61,11.45
"PI656038","2014","1",0,0,1,0,0,0,14.59,3.56,4208.8,64.84,12.38
"PI656039","2014","1",0,0,1,0,0,0,8.06,2.41,4058.5,72.01,10.33
"PI656040","2014","1",0,0,1,0,0,0,9.7,2.09,4093.5,68.04,13.44
"PI656041","2014","1",0,0,1,0,0,0,9.7,3.01,4164.2,65.3,15.27
"PI656043","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656044","2014","1",0,0,1,0,0,0,9.8,2.23,4100.9,67.62,13.07
"PI656046","2014","1",0,0,1,0,0,0,15.04,2.54,4119.6,67.98,12.88
"PI656047","2014","1",0,0,1,0,0,0,7,2.52,4094.6,71.51,11.29
"PI656048","2014","1",0,0,1,0,0,0,17.45,1.96,4043.3,73.11,10.11
"PI656049","2014","1",0,0,1,0,0,0,16.24,2.66,4166.4,70.07,13.51
"PI656050","2014","1",0,0,1,0,0,0,12.99,2.75,4127.3,68.47,13.05
"PI656051","2014","1",0,0,1,0,0,0,12.33,2.55,4111.4,68.93,11.98
"PI656052","2014","1",0,0,1,0,0,0,9.69,2.93,4140.6,66.89,13.33
"PI656053","2014","1",0,0,1,0,0,0,10.94,2.63,4125.5,68.63,13.28
"PI656054","2014","1",0,0,1,0,0,0,10.53,3.04,4179.1,67.64,14.06
"PI656055","2014","1",0,0,1,0,0,0,11.7,2.34,4125.2,68.86,13
"PI656056","2014","1",0,0,1,0,0,0,8.1,3.24,4163.3,68.06,11.98
"PI656057","2014","1",0,0,1,0,0,0,13.12,2.78,4143.2,69.01,12.74
"PI656058","2014","1",0,0,1,0,0,0,13.76,2.54,4098.3,70.91,11.31
"PI656059","2014","1",0,0,1,0,0,0,11.64,2.52,4144.6,66.57,14.47
"PI656060","2014","1",0,0,1,0,0,0,11.6,2.14,4095.4,68.05,12.01
"PI656061","2014","1",0,0,1,0,0,0,12.27,3.3,4179.3,66.55,13.19
"PI656062","2014","1",0,0,1,0,0,0,10.26,2.39,4109,68.44,12.06
"PI656063","2014","1",0,0,1,0,0,0,8.27,3.93,4194.9,68.43,11.94
"PI656065","2014","1",0,0,1,0,0,0,13.24,2.59,4162.5,69.25,13.54
"PI656066","2014","1",0,0,1,0,0,0,13.61,2.65,4173.3,66.26,14.44
"PI656068","2014","1",0,0,1,0,0,0,11.04,2.69,4115.9,70.18,12.22
"PI656069","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656070","2014","1",0,0,1,0,0,0,11.52,2.41,4162.6,65.54,14.81
"PI656071","2014","1",0,0,1,0,0,0,9.59,2.69,4130.3,67.38,12.32
"PI656072","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656074","2014","1",0,0,1,0,0,0,13.55,2.99,4145.4,70.1,11.36
"PI656075","2014","1",0,0,1,0,0,0,14.18,2.26,4095.7,71.26,11.97
"PI656076","2014","1",0,0,1,0,0,0,15.92,1.66,4063.5,69.67,14.03
"PI656077","2014","1",0,0,1,0,0,0,12.52,2.2,4132.9,67.56,14.47
"PI656078","2014","1",0,0,1,0,0,0,13.64,3.82,4242,67.32,15.91
"PI656079","2014","1",0,0,1,0,0,0,11.42,3.21,4224.2,65.86,16.03
"PI656080","2014","1",0,0,1,0,0,0,11.09,1.13,3995.3,73.96,10.21
"PI656082","2014","1",0,0,1,0,0,0,12.51,2.33,4174.2,65.18,13.35
"PI656083","2014","1",0,0,1,0,0,0,14.56,2.47,4141.2,67.27,13.6
"PI656085","2014","1",0,0,1,0,0,0,12.61,2.78,4149,66.31,12.99
"PI656086","2014","1",0,0,1,0,0,0,15.23,3.24,4228.4,63.55,15.76
"PI656087","2014","1",0,0,1,0,0,0,9.89,3.38,4172.5,65.34,12.5
"PI656088","2014","1",0,0,1,0,0,0,12.42,1.8,4068.5,70.35,11.71
"PI656089","2014","1",0,0,1,0,0,0,12.25,2.46,4168.7,66.39,15.08
"PI656090","2014","1",0,0,1,0,0,0,13.47,3.95,4217.9,64.49,13.18
"PI656091","2014","1",0,0,1,0,0,0,11.76,2.22,4131.8,69.14,12.5
"PI656092","2014","1",0,0,1,0,0,0,8.99,3.32,4190.9,64.53,14.02
"PI656093","2014","1",0,0,1,0,0,0,14.88,3.13,4162.3,68.95,12.47
"PI656094","2014","1",0,0,1,0,0,0,10.3,3.13,4155.6,66.7,12.49
"PI656095","2014","1",0,0,1,0,0,0,8.66,2.74,4142.8,68.06,12.23
"PI656096","2014","1",0,0,1,0,0,0,12.13,2.19,4139.7,68.21,15.03
"PI656097","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656098","2014","1",0,0,1,0,0,0,12.59,2.94,4158.8,66.68,13.01
"PI656099","2014","1",0,0,1,0,0,0,12.57,2.21,4065.9,72.13,10.59
"PI656100","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656101","2014","1",0,0,1,0,0,0,7.19,3.28,4187.5,63.46,15.25
"PI656102","2014","1",0,0,1,0,0,0,15.47,2.5,4132.4,68.8,12.51
"PI656103","2014","1",0,0,1,0,0,0,12.26,2.94,4117.4,69.01,10.96
"PI656104","2014","1",0,0,1,0,0,0,17.36,3.34,4208.3,67.6,12.49
"PI656105","2014","1",0,0,1,0,0,0,16.49,1.92,4094.5,68.47,11.16
"PI656107","2014","1",0,0,1,0,0,0,15.3,2.57,4091.1,69.86,11.83
"PI656108","2014","1",0,0,1,0,0,0,13.45,2.61,4172.5,66.13,15.83
"PI656109","2014","1",0,0,1,0,0,0,18.07,2.59,4164.8,66.03,12.77
"PI656110","2014","1",0,0,1,0,0,0,15.81,3.81,4294.3,63.26,16.1
"PI656111","2014","1",0,0,1,0,0,0,9.8,2.6,4097.5,71.15,11.61
"PI656112","2014","1",0,0,1,0,0,0,11.3,2.4,4128.5,66.15,14.47
"PI656113","2014","1",0,0,1,0,0,0,12.59,6.99,4456.5,60,14.72
"PI656114","2014","1",0,0,1,0,0,0,13.24,2.39,4130.4,66.86,13.58
"PI656115","2014","1",0,0,1,0,0,0,17.52,2.3,4173.5,69.33,16.63
"PI656116","2014","1",0,0,1,0,0,0,15.61,2.53,4134,67.96,12.6
"PI656117","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI656118","2014","1",0,0,1,0,0,0,14.58,2.78,4178.4,64.22,14.03
"PI656119","2014","1",0,0,1,0,0,0,14.06,1.76,4066.8,72.12,12.06
"PI656120","2014","1",0,0,1,0,0,0,14.54,1.93,4094.3,69.19,12.54
"PI656121","2014","1",0,0,1,0,0,0,12.83,2.7,4141.8,67.69,12.22
"PI659691","2014","1",0,0,1,0,0,0,10.58,1.86,4029.8,71.39,10.92
"PI659695","2014","1",0,0,1,0,0,0,8.6,2.44,4174.3,65.14,15.74
"PI659696","2014","1",0,0,1,0,0,0,12.09,2.17,4078.8,69.24,10.69
"PI659753","2014","1",0,0,1,0,0,0,8.935,2.775,4118.05,69.95,12.305
"PI152651","2014","2",0,0,0,1,0,0,11.47,2.41,4051.2,75.58,9.61
"PI17548","2014","2",0,0,0,1,0,0,14.53,3.1,4172.2,66.24,12.09
"PI24969","2014","2",0,0,0,1,0,0,11.59,2.12,4082.7,72.36,12.3
"PI329435","2014","2",0,0,0,1,0,0,9.39,3.01,4160.1,64.96,14.38
"PI329440","2014","2",0,0,0,1,0,0,12.02,2.53,4104.4,72.73,11.97
"PI34911","2014","2",0,0,0,1,0,0,13.48,2.41,4058.4,73.09,10.29
"PI35038","2014","2",0,0,0,1,0,0,12.56,4.79,4282.5,62.74,12.28
"PI48770","2014","2",0,0,0,1,0,0,11.94,2.77,4122.5,68.48,13.47
"PI533750","2014","2",0,0,0,1,0,0,10.74,3.51,4177.9,68.82,11.9
"PI533752","2014","2",0,0,0,1,0,0,13.04,3.07,4163.2,66.58,12.92
"PI533754","2014","2",0,0,0,1,0,0,9.39,3.44,4235.5,62.01,16.31
"PI533755","2014","2",0,0,0,1,0,0,8.64,2.44,4124.7,64.3,14.8
"PI533757","2014","2",0,0,0,1,0,0,14.57,1.63,4067.5,67.92,12.17
"PI533758","2014","2",0,0,0,1,0,0,12.02,1.55,4059.9,65.85,12.26
"PI533759","2014","2",0,0,0,1,0,0,18.72,2.83,4159.3,68.85,12.34
"PI533760","2014","2",0,0,0,1,0,0,12.69,3.37,4166.7,69.24,11.91
"PI533761","2014","2",0,0,0,1,0,0,10.88,2.48,4114.6,69.78,11.61
"PI533762","2014","2",0,0,0,1,0,0,13.17,2.1,4085.2,67.58,12.68
"PI533766","2014","2",0,0,0,1,0,0,9.43,2.12,4073.9,73.61,12.88
"PI533769","2014","2",0,0,0,1,0,0,15.37,2.57,4175.9,65.82,15.9
"PI533776","2014","2",0,0,0,1,0,0,12.62,2.48,4080,72.59,10.83
"PI533785","2014","2",0,0,0,1,0,0,11.95,3.15,4137.9,69.94,11.4
"PI533788","2014","2",0,0,0,1,0,0,12.86,2.5,4103.7,65.99,13.2
"PI533789","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI533792","2014","2",0,0,0,1,0,0,13.29,1.89,4083.7,70.87,12.31
"PI533794","2014","2",0,0,0,1,0,0,12.55,1.81,4045.4,71.1,11.61
"PI533799","2014","2",0,0,0,1,0,0,14.91,2.38,4136.7,68.44,13.77
"PI533800","2014","2",0,0,0,1,0,0,13.62,2.48,4132.7,67.13,13.32
"PI533807","2014","2",0,0,0,1,0,0,12.34,2.59,4074.5,71.19,9.98
"PI533810","2014","2",0,0,0,1,0,0,11.01,2.97,4130.2,71.14,11.87
"PI533814","2014","2",0,0,0,1,0,0,9.16,2.79,4110.2,70.17,11.73
"PI533821","2014","2",0,0,0,1,0,0,16.27,2.05,4118.8,66.97,12.95
"PI533822","2014","2",0,0,0,1,0,0,16.23,2.55,4132.2,70.88,12.64
"PI533824","2014","2",0,0,0,1,0,0,11.98,3.65,4229.6,66.9,12.78
"PI533830","2014","2",0,0,0,1,0,0,16.44,2.23,4138.9,68.69,13.01
"PI533831","2014","2",0,0,0,1,0,0,8.69,2.97,4159.8,63.8,15.69
"PI533833","2014","2",0,0,0,1,0,0,15.41,1.87,4080,67.93,11.36
"PI533838","2014","2",0,0,0,1,0,0,10.68,2.19,4047.8,68.86,10.97
"PI533839","2014","2",0,0,0,1,0,0,14.2,2.15,4108,70.37,14.81
"PI533841","2014","2",0,0,0,1,0,0,13.6,2.19,4078.8,72.61,11.68
"PI533842","2014","2",0,0,0,1,0,0,9.32,2.93,4114.9,69.89,12
"PI533843","2014","2",0,0,0,1,0,0,10.31,3.44,4138.4,70.52,11.89
"PI533845","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI533852","2014","2",0,0,0,1,0,0,5.57,3.12,4158.1,67.11,12.98
"PI533855","2014","2",0,0,0,1,0,0,11.81,2.59,4123.5,71.71,13.42
"PI533856","2014","2",0,0,0,1,0,0,9.96,2.19,4061.6,72.84,11.63
"PI533863","2014","2",0,0,0,1,0,0,11.53,3.3,4172.8,68.41,12.72
"PI533866","2014","2",0,0,0,1,0,0,10.14,2.58,4088.3,71.06,12.61
"PI533869","2014","2",0,0,0,1,0,0,12.47,2.2,4076.1,69.09,11.8
"PI533871","2014","2",0,0,0,1,0,0,10.74,2.8,4124.9,68.55,12.46
"PI533876","2014","2",0,0,0,1,0,0,11.91,2.72,4119.1,65.84,12.7
"PI533877","2014","2",0,0,0,1,0,0,12.76,2.63,4123.8,71.1,12.67
"PI533878","2014","2",0,0,0,1,0,0,6.9,2.04,4093.3,67.75,13.85
"PI533882","2014","2",0,0,0,1,0,0,13.3,2.77,4118.2,71.9,11.41
"PI533901","2014","2",0,0,0,1,0,0,14.03,2.57,4125.9,68.3,12.52
"PI533902","2014","2",0,0,0,1,0,0,13.16,4.56,4254.7,68.04,13.49
"PI533903","2014","2",0,0,0,1,0,0,13.59,3.49,4185.7,69.61,12.48
"PI533910","2014","2",0,0,0,1,0,0,13.33,2.87,4144.1,66.43,12.71
"PI533911","2014","2",0,0,0,1,0,0,13.9,2.62,4156.6,64.13,13.55
"PI533912","2014","2",0,0,0,1,0,0,10.45,2.6,4129.9,64.55,12.35
"PI533913","2014","2",0,0,0,1,0,0,16.77,3.38,4161.9,68.74,10.68
"PI533915","2014","2",0,0,0,1,0,0,10.39,2.88,4146.9,67.76,14.84
"PI533919","2014","2",0,0,0,1,0,0,17.68,2.6,4217.5,65.01,16.41
"PI533924","2014","2",0,0,0,1,0,0,17.62,3.52,4231.5,66.85,13.47
"PI533927","2014","2",0,0,0,1,0,0,12.91,2.22,4131.8,61.33,12.99
"PI533936","2014","2",0,0,0,1,0,0,16.04,2.82,4162,67.62,11.56
"PI533937","2014","2",0,0,0,1,0,0,11.72,1.96,4029.9,74.05,10.17
"PI533938","2014","2",0,0,0,1,0,0,11.18,2.06,4083.2,65.53,12.68
"PI533939","2014","2",0,0,0,1,0,0,10.34,3.21,4189.1,65.71,14.63
"PI533940","2014","2",0,0,0,1,0,0,12.51,2.69,4137.6,69.34,14.17
"PI533943","2014","2",0,0,0,1,0,0,13.08,3.05,4198.4,67.4,15.68
"PI533948","2014","2",0,0,0,1,0,0,11.77,2.96,4136.8,69.42,12.2
"PI533949","2014","2",0,0,0,1,0,0,7.07,3.2,4114.8,67.53,12.24
"PI533954","2014","2",0,0,0,1,0,0,12.18,3.04,4208.4,69.13,14.77
"PI533955","2014","2",0,0,0,1,0,0,16.95,1.59,4102.7,70.17,13.94
"PI533956","2014","2",0,0,0,1,0,0,16.16,3.27,4198.7,67.68,12.94
"PI533957","2014","2",0,0,0,1,0,0,12.98,2.24,4133,68.64,13.44
"PI533961","2014","2",0,0,0,1,0,0,15.07,1.86,4068.2,70.3,10.87
"PI533962","2014","2",0,0,0,1,0,0,16.24,1.5,4041.5,70.73,11.66
"PI533964","2014","2",0,0,0,1,0,0,12.96,3.25,4170.4,68.15,12.96
"PI533965","2014","2",0,0,0,1,0,0,12.3,2.5,4142.8,66.57,13.9
"PI533967","2014","2",0,0,0,1,0,0,12.95,2.97,4152.9,66.86,14.15
"PI533970","2014","2",0,0,0,1,0,0,14.86,2.32,4107.3,68.27,11.66
"PI533972","2014","2",0,0,0,1,0,0,14.1,1.87,4083.6,70.21,11.58
"PI533976","2014","2",0,0,0,1,0,0,12.42,3.84,4241.7,65.31,13.46
"PI533979","2014","2",0,0,0,1,0,0,15.8,3.42,4165.4,70.47,12.88
"PI533980","2014","2",0,0,0,1,0,0,12.97,2.57,4146.9,70.81,13.7
"PI533985","2014","2",0,0,0,1,0,0,11.51,2.44,4096.3,68.87,12.7
"PI533986","2014","2",0,0,0,1,0,0,13.43,3.14,4183,66.35,13.22
"PI533987","2014","2",0,0,0,1,0,0,14.44,1.6,4044.9,71.03,11.07
"PI533989","2014","2",0,0,0,1,0,0,8.43,3.19,4185.8,66.59,14.55
"PI533991","2014","2",0,0,0,1,0,0,12.52,2.61,4166.6,68.23,14.53
"PI533996","2014","2",0,0,0,1,0,0,13.21,3.35,4143.6,68.12,12.03
"PI533997","2014","2",0,0,0,1,0,0,11.55,3,4113.3,69.57,12.56
"PI534009","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534021","2014","2",0,0,0,1,0,0,12.2,1.82,4046.1,71.5,11.53
"PI534028","2014","2",0,0,0,1,0,0,12.55,3.68,4191.8,68.28,13.1
"PI534037","2014","2",0,0,0,1,0,0,13.41,2.31,4101.4,70.91,12.86
"PI534046","2014","2",0,0,0,1,0,0,13.62,3.74,4171.3,65.93,12.16
"PI534053","2014","2",0,0,0,1,0,0,11.27,2.74,4091.2,69.71,11.7
"PI534054","2014","2",0,0,0,1,0,0,12.43,2.84,4171.5,66.43,14.37
"PI534063","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534070","2014","2",0,0,0,1,0,0,10.68,3.39,4210.3,66.78,14.35
"PI534075","2014","2",0,0,0,1,0,0,10.74,3.39,4162.3,69.64,11.66
"PI534079","2014","2",0,0,0,1,0,0,15.2,2.13,4041.1,72.87,11.52
"PI534088","2014","2",0,0,0,1,0,0,11.92,2.53,4071.7,72.38,10.39
"PI534092","2014","2",0,0,0,1,0,0,12.43,2.58,4099.8,70.74,11.88
"PI534096","2014","2",0,0,0,1,0,0,7.35,2.99,4163.8,67.35,14.51
"PI534097","2014","2",0,0,0,1,0,0,9.07,3.96,4194.9,67.75,13.43
"PI534099","2014","2",0,0,0,1,0,0,13.17,1.57,4029.4,72.95,10.91
"PI534101","2014","2",0,0,0,1,0,0,12.34,2.92,4158,68.74,13.04
"PI534105","2014","2",0,0,0,1,0,0,17.05,1.92,4067.2,71.78,11.59
"PI534108","2014","2",0,0,0,1,0,0,13.29,2.26,4092,70.23,11.2
"PI534112","2014","2",0,0,0,1,0,0,13.16,2.41,4126.6,68.16,12.26
"PI534114","2014","2",0,0,0,1,0,0,16.79,2.55,4151.7,67.8,12.92
"PI534115","2014","2",0,0,0,1,0,0,9.98,2.31,4096.8,69.29,12.68
"PI534116","2014","2",0,0,0,1,0,0,14.04,3.21,4189.3,67.18,13.5
"PI534117","2014","2",0,0,0,1,0,0,16.24,2.39,4113.5,70.81,11.07
"PI534123","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534124","2014","2",0,0,0,1,0,0,12.55,3.18,4224.3,63.29,14.8
"PI534127","2014","2",0,0,0,1,0,0,14.41,2.62,4177.3,65.84,13.95
"PI534128","2014","2",0,0,0,1,0,0,11.64,2.51,4138.8,69.26,13.68
"PI534132","2014","2",0,0,0,1,0,0,9.28,2.94,4114.8,68.02,12.9
"PI534133","2014","2",0,0,0,1,0,0,11.38,3.41,4185.9,66.77,13.15
"PI534135","2014","2",0,0,0,1,0,0,8.87,3.47,4172.9,67.61,13.34
"PI534137","2014","2",0,0,0,1,0,0,11.74,2.72,4078.3,71.15,11.74
"PI534138","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534139","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534144","2014","2",0,0,0,1,0,0,14.79,3.09,4197.2,62.36,13.29
"PI534145","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI534148","2014","2",0,0,0,1,0,0,5.07,2.92,4175.7,67.84,14.84
"PI534155","2014","2",0,0,0,1,0,0,14.38,2.6,4205.5,63.49,14.86
"PI534157","2014","2",0,0,0,1,0,0,8.44,2.55,4088.9,71.79,11.6
"PI534163","2014","2",0,0,0,1,0,0,9.53,3.16,4165.6,65.09,13.07
"PI534167","2014","2",0,0,0,1,0,0,10.37,3.22,4168.1,67.19,11.99
"PI540816","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI542406","2014","2",0,0,0,1,0,0,13.38,3.44,4241.9,60.76,14.54
"PI542718","2014","2",0,0,0,1,0,0,14.1,3.09,4161.4,68.9,11.64
"PI548797","2014","2",0,0,0,1,0,0,14.13,2.89,4143,69.98,12.95
"PI552856","2014","2",0,0,0,1,0,0,8.38,2.51,4101.7,70.43,11.58
"PI552861","2014","2",0,0,0,1,0,0,10.08,2.51,4060.4,72.33,10.56
"PI561071","2014","2",0,0,0,1,0,0,11.88,2.51,4056.4,72.7,10.57
"PI561072","2014","2",0,0,0,1,0,0,-2.27,3.26,4156.8,67.58,13.19
"PI561073","2014","2",0,0,0,1,0,0,8.73,2.55,4101.7,68.26,12.39
"PI561472","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI564163","2014","2",0,0,0,1,0,0,13.27,2.69,4094.4,71.7,11.07
"PI564164","2014","2",0,0,0,1,0,0,8.53,2.5,4101.6,68.29,12.8
"PI564165","2014","2",0,0,0,1,0,0,12.13,2.41,4104.8,67.99,13.35
"PI565121","2014","2",0,0,0,1,0,0,10.03,1.54,4017,70.6,11.14
"PI566819","2014","2",0,0,0,1,0,0,14.84,3.2,4199.8,64.5,13.52
